season,home_team,away_team,home_goals,away_goals,target,season_start
2018-2019,Crystal Palace,BOU,5,3,2,2018
2018-2019,Crystal Palace,BHA,1,2,0,2018
2018-2019,Crystal Palace,BUR,2,0,2,2018
2018-2019,Crystal Palace,CAR,0,0,1,2018
2018-2019,Crystal Palace,CHE,0,1,0,2018
2018-2019,Crystal Palace,EVE,0,0,1,2018
2018-2019,Crystal Palace,FUL,2,0,2,2018
2018-2019,Crystal Palace,HUD,2,0,2,2018
2018-2019,Crystal Palace,LEI,1,0,2,2018
2018-2019,Crystal Palace,LIV,0,2,0,2018
2018-2019,Crystal Palace,MCI,1,3,0,2018
2018-2019,Crystal Palace,MUN,1,3,0,2018
2018-2019,Crystal Palace,NEW,0,0,1,2018
2018-2019,Crystal Palace,SOU,0,2,0,2018
2018-2019,Crystal Palace,TOT,0,1,0,2018
2018-2019,Crystal Palace,WAT,1,2,0,2018
2018-2019,Crystal Palace,WHU,1,1,1,2018
2018-2019,Crystal Palace,WOL,0,1,0,2018
2018-2019,Everton,ARS,1,0,2,2018
2018-2019,Everton,BOU,2,0,2,2018
2018-2019,Everton,BHA,3,1,2,2018
2018-2019,Everton,BUR,2,0,2,2018
2018-2019,Everton,CAR,1,0,2,2018
2018-2019,Everton,CHE,2,0,2,2018
2018-2019,Everton,CRY,2,0,2,2018
2018-2019,Everton,FUL,3,0,2,2018
2018-2019,Everton,HUD,1,1,1,2018
2018-2019,Everton,LEI,0,1,0,2018
2018-2019,Everton,LIV,0,0,1,2018
2018-2019,Everton,MCI,0,2,0,2018
2018-2019,Everton,MUN,4,0,2,2018
2018-2019,Everton,NEW,1,1,1,2018
2018-2019,Everton,SOU,2,1,2,2018
2018-2019,Everton,TOT,2,6,0,2018
2018-2019,Everton,WAT,2,2,1,2018
2018-2019,Everton,WHU,1,3,0,2018
2018-2019,Everton,WOL,1,3,0,2018
2018-2019,Fulham,ARS,1,5,0,2018
2018-2019,Fulham,BOU,0,3,0,2018
2018-2019,Fulham,BHA,4,2,2,2018
2018-2019,Fulham,BUR,4,2,2,2018
2018-2019,Fulham,CAR,1,0,2,2018
2018-2019,Fulham,CHE,1,2,0,2018
2018-2019,Fulham,CRY,0,2,0,2018
2018-2019,Fulham,EVE,2,0,2,2018
2018-2019,Fulham,HUD,1,0,2,2018
2018-2019,Fulham,LEI,1,1,1,2018
2018-2019,Fulham,LIV,1,2,0,2018
2018-2019,Fulham,MCI,0,2,0,2018
2018-2019,Fulham,MUN,0,3,0,2018
2018-2019,Fulham,NEW,0,4,0,2018
2018-2019,Fulham,SOU,3,2,2,2018
2018-2019,Fulham,TOT,1,2,0,2018
2018-2019,Fulham,WAT,1,1,1,2018
2018-2019,Fulham,WHU,0,2,0,2018
2018-2019,Fulham,WOL,1,1,1,2018
2018-2019,Huddersfield Town,ARS,1,2,0,2018
2018-2019,Huddersfield Town,BOU,0,2,0,2018
2018-2019,Huddersfield Town,BHA,1,2,0,2018
2018-2019,Huddersfield Town,BUR,1,2,0,2018
2018-2019,Huddersfield Town,CAR,0,0,1,2018
2018-2019,Huddersfield Town,CHE,0,3,0,2018
2018-2019,Huddersfield Town,CRY,0,1,0,2018
2018-2019,Huddersfield Town,EVE,0,1,0,2018
2018-2019,Huddersfield Town,FUL,1,0,2,2018
2018-2019,Huddersfield Town,LEI,1,4,0,2018
2018-2019,Huddersfield Town,LIV,0,1,0,2018
2018-2019,Huddersfield Town,MCI,0,3,0,2018
2018-2019,Huddersfield Town,MUN,1,1,1,2018
2018-2019,Huddersfield Town,NEW,0,1,0,2018
2018-2019,Huddersfield Town,SOU,1,3,0,2018
2018-2019,Huddersfield Town,TOT,0,2,0,2018
2018-2019,Huddersfield Town,WAT,1,2,0,2018
2018-2019,Huddersfield Town,WHU,1,1,1,2018
2018-2019,Huddersfield Town,WOL,1,0,2,2018
2018-2019,Leicester City,ARS,3,0,2,2018
2018-2019,Leicester City,BOU,2,0,2,2018
2018-2019,Leicester City,BHA,2,1,2,2018
2018-2019,Leicester City,BUR,0,0,1,2018
2018-2019,Leicester City,CAR,0,1,0,2018
2018-2019,Leicester City,CHE,0,0,1,2018
2018-2019,Leicester City,CRY,1,4,0,2018
2018-2019,Leicester City,EVE,1,2,0,2018
2018-2019,Leicester City,FUL,3,1,2,2018
2018-2019,Leicester City,HUD,3,1,2,2018
2018-2019,Leicester City,LIV,1,2,0,2018
2018-2019,Leicester City,MCI,2,1,2,2018
2018-2019,Leicester City,MUN,0,1,0,2018
2018-2019,Leicester City,NEW,0,1,0,2018
2018-2019,Leicester City,SOU,1,2,0,2018
2018-2019,Leicester City,TOT,0,2,0,2018
2018-2019,Leicester City,WAT,2,0,2,2018
2018-2019,Leicester City,WHU,1,1,1,2018
2018-2019,Leicester City,WOL,2,0,2,2018
2018-2019,Liverpool,ARS,5,1,2,2018
2018-2019,Liverpool,BOU,3,0,2,2018
2018-2019,Liverpool,BHA,1,0,2,2018
2018-2019,Liverpool,BUR,4,2,2,2018
2018-2019,Liverpool,CAR,4,1,2,2018
2018-2019,Liverpool,CHE,2,0,2,2018
2018-2019,Liverpool,CRY,4,3,2,2018
2018-2019,Liverpool,EVE,1,0,2,2018
2018-2019,Liverpool,FUL,2,0,2,2018
2018-2019,Liverpool,HUD,5,0,2,2018
2018-2019,Liverpool,LEI,1,1,1,2018
2018-2019,Liverpool,MCI,0,0,1,2018
2018-2019,Liverpool,MUN,3,1,2,2018
2018-2019,Liverpool,NEW,4,0,2,2018
2018-2019,Liverpool,SOU,3,0,2,2018
2018-2019,Liverpool,TOT,2,1,2,2018
2018-2019,Liverpool,WAT,5,0,2,2018
2018-2019,Liverpool,WHU,4,0,2,2018
2018-2019,Liverpool,WOL,2,0,2,2018
2018-2019,Manchester City,ARS,3,1,2,2018
2018-2019,Manchester City,BOU,3,1,2,2018
2018-2019,Manchester City,BHA,2,0,2,2018
2018-2019,Manchester City,BUR,5,0,2,2018
2018-2019,Manchester City,CAR,2,0,2,2018
2018-2019,Manchester City,CHE,6,0,2,2018
2018-2019,Manchester City,CRY,2,3,0,2018
2018-2019,Manchester City,EVE,3,1,2,2018
2018-2019,Manchester City,FUL,3,0,2,2018
2018-2019,Manchester City,HUD,6,1,2,2018
2018-2019,Manchester City,LEI,1,0,2,2018
2018-2019,Manchester City,LIV,2,1,2,2018
2018-2019,Manchester City,MUN,3,1,2,2018
2018-2019,Manchester City,NEW,2,1,2,2018
2018-2019,Manchester City,SOU,6,1,2,2018
2018-2019,Manchester City,TOT,1,0,2,2018
2018-2019,Manchester City,WAT,3,1,2,2018
2018-2019,Manchester City,WHU,1,0,2,2018
2018-2019,Manchester City,WOL,3,0,2,2018
2018-2019,Manchester United,ARS,2,2,1,2018
2018-2019,Manchester United,BOU,4,1,2,2018
2018-2019,Manchester United,BHA,2,1,2,2018
2018-2019,Manchester United,BUR,2,2,1,2018
2018-2019,Manchester United,CAR,0,2,0,2018
2018-2019,Manchester United,CHE,1,1,1,2018
2018-2019,Manchester United,CRY,0,0,1,2018
2018-2019,Manchester United,EVE,2,1,2,2018
2018-2019,Manchester United,FUL,4,1,2,2018
2018-2019,Manchester United,HUD,3,1,2,2018
2018-2019,Manchester United,LEI,2,1,2,2018
2018-2019,Manchester United,LIV,0,0,1,2018
2018-2019,Manchester United,MCI,0,2,0,2018
2018-2019,Manchester United,NEW,3,2,2,2018
2018-2019,Manchester United,SOU,3,2,2,2018
2018-2019,Manchester United,TOT,0,3,0,2018
2018-2019,Manchester United,WAT,2,1,2,2018
2018-2019,Manchester United,WHU,2,1,2,2018
2018-2019,Manchester United,WOL,1,1,1,2018
2018-2019,Newcastle United,ARS,1,2,0,2018
2018-2019,Newcastle United,BOU,2,1,2,2018
2018-2019,Newcastle United,BHA,0,1,0,2018
2018-2019,Newcastle United,BUR,2,0,2,2018
2018-2019,Newcastle United,CAR,3,0,2,2018
2018-2019,Newcastle United,CHE,1,2,0,2018
2018-2019,Newcastle United,CRY,0,1,0,2018
2018-2019,Newcastle United,EVE,3,2,2,2018
2018-2019,Newcastle United,FUL,0,0,1,2018
2018-2019,Newcastle United,HUD,2,0,2,2018
2018-2019,Newcastle United,LEI,0,2,0,2018
2018-2019,Newcastle United,LIV,2,3,0,2018
2018-2019,Newcastle United,MCI,2,1,2,2018
2018-2019,Newcastle United,MUN,0,2,0,2018
2018-2019,Newcastle United,SOU,3,1,2,2018
2018-2019,Newcastle United,TOT,1,2,0,2018
2018-2019,Newcastle United,WAT,1,0,2,2018
2018-2019,Newcastle United,WHU,0,3,0,2018
2018-2019,Newcastle United,WOL,1,2,0,2018
2018-2019,Southampton,ARS,3,2,2,2018
2018-2019,Southampton,BOU,3,3,1,2018
2018-2019,Southampton,BHA,2,2,1,2018
2018-2019,Southampton,BUR,0,0,1,2018
2018-2019,Southampton,CAR,1,2,0,2018
2018-2019,Southampton,CHE,0,3,0,2018
2018-2019,Southampton,CRY,1,1,1,2018
2018-2019,Southampton,EVE,2,1,2,2018
2018-2019,Southampton,FUL,2,0,2,2018
2018-2019,Southampton,HUD,1,1,1,2018
2018-2019,Southampton,LEI,1,2,0,2018
2018-2019,Southampton,LIV,1,3,0,2018
2018-2019,Southampton,MCI,1,3,0,2018
2018-2019,Southampton,MUN,2,2,1,2018
2018-2019,Southampton,NEW,0,0,1,2018
2018-2019,Southampton,TOT,2,1,2,2018
2018-2019,Southampton,WAT,1,1,1,2018
2018-2019,Southampton,WHU,1,2,0,2018
2018-2019,Southampton,WOL,3,1,2,2018
2018-2019,Tottenham Hotspur,ARS,1,1,1,2018
2018-2019,Tottenham Hotspur,BOU,5,0,2,2018
2018-2019,Tottenham Hotspur,BHA,1,0,2,2018
2018-2019,Tottenham Hotspur,BUR,1,0,2,2018
2018-2019,Tottenham Hotspur,CAR,1,0,2,2018
2018-2019,Tottenham Hotspur,CHE,3,1,2,2018
2018-2019,Tottenham Hotspur,CRY,2,0,2,2018
2018-2019,Tottenham Hotspur,EVE,2,2,1,2018
2018-2019,Tottenham Hotspur,FUL,3,1,2,2018
2018-2019,Tottenham Hotspur,HUD,4,0,2,2018
2018-2019,Tottenham Hotspur,LEI,3,1,2,2018
2018-2019,Tottenham Hotspur,LIV,1,2,0,2018
2018-2019,Tottenham Hotspur,MCI,0,1,0,2018
2018-2019,Tottenham Hotspur,MUN,0,1,0,2018
2018-2019,Tottenham Hotspur,NEW,1,0,2,2018
2018-2019,Tottenham Hotspur,SOU,3,1,2,2018
2018-2019,Tottenham Hotspur,WAT,2,1,2,2018
2018-2019,Tottenham Hotspur,WHU,0,1,0,2018
2018-2019,Tottenham Hotspur,WOL,1,3,0,2018
2018-2019,Watford,ARS,0,1,0,2018
2018-2019,Watford,BOU,0,4,0,2018
2018-2019,Watford,BHA,2,0,2,2018
2018-2019,Watford,BUR,0,0,1,2018
2018-2019,Watford,CAR,3,2,2,2018
2018-2019,Watford,CHE,1,2,0,2018
2018-2019,Watford,CRY,2,1,2,2018
2018-2019,Watford,EVE,1,0,2,2018
2018-2019,Watford,FUL,4,1,2,2018
2018-2019,Watford,HUD,3,0,2,2018
2018-2019,Watford,LEI,2,1,2,2018
2018-2019,Watford,LIV,0,3,0,2018
2018-2019,Watford,MCI,1,2,0,2018
2018-2019,Watford,MUN,1,2,0,2018
2018-2019,Watford,NEW,1,1,1,2018
2018-2019,Watford,SOU,1,1,1,2018
2018-2019,Watford,TOT,2,1,2,2018
2018-2019,Watford,WHU,1,4,0,2018
2018-2019,Watford,WOL,1,2,0,2018
2018-2019,West Ham United,ARS,1,0,2,2018
2018-2019,West Ham United,BOU,1,2,0,2018
2018-2019,West Ham United,BHA,2,2,1,2018
2018-2019,West Ham United,BUR,4,2,2,2018
2018-2019,West Ham United,CAR,3,1,2,2018
2018-2019,West Ham United,CHE,0,0,1,2018
2018-2019,West Ham United,CRY,3,2,2,2018
2018-2019,West Ham United,EVE,0,2,0,2018
2018-2019,West Ham United,FUL,3,1,2,2018
2018-2019,West Ham United,HUD,4,3,2,2018
2018-2019,West Ham United,LEI,2,2,1,2018
2018-2019,West Ham United,LIV,1,1,1,2018
2018-2019,West Ham United,MCI,0,4,0,2018
2018-2019,West Ham United,MUN,3,1,2,2018
2018-2019,West Ham United,NEW,2,0,2,2018
2018-2019,West Ham United,SOU,3,0,2,2018
2018-2019,West Ham United,TOT,0,1,0,2018
2018-2019,West Ham United,WAT,0,2,0,2018
2018-2019,West Ham United,WOL,0,1,0,2018
2018-2019,Wolverhampton Wanderers,ARS,3,1,2,2018
2018-2019,Wolverhampton Wanderers,BOU,2,0,2,2018
2018-2019,Wolverhampton Wanderers,BHA,0,0,1,2018
2018-2019,Wolverhampton Wanderers,BUR,1,0,2,2018
2018-2019,Wolverhampton Wanderers,CAR,2,0,2,2018
2018-2019,Wolverhampton Wanderers,CHE,2,1,2,2018
2018-2019,Wolverhampton Wanderers,CRY,0,2,0,2018
2018-2019,Wolverhampton Wanderers,EVE,2,2,1,2018
2018-2019,Wolverhampton Wanderers,FUL,1,0,2,2018
2018-2019,Wolverhampton Wanderers,HUD,0,2,0,2018
2018-2019,Wolverhampton Wanderers,LEI,4,3,2,2018
2018-2019,Wolverhampton Wanderers,LIV,0,2,0,2018
2018-2019,Wolverhampton Wanderers,MCI,1,1,1,2018
2018-2019,Wolverhampton Wanderers,MUN,2,1,2,2018
2018-2019,Wolverhampton Wanderers,NEW,1,1,1,2018
2018-2019,Wolverhampton Wanderers,SOU,2,0,2,2018
2018-2019,Wolverhampton Wanderers,TOT,2,3,0,2018
2018-2019,Wolverhampton Wanderers,WAT,0,2,0,2018
2018-2019,Wolverhampton Wanderers,WHU,3,0,2,2018
2019-2020,Arsenal,AVL,3,2,2,2019
2019-2020,Arsenal,BOU,1,0,2,2019
2019-2020,Arsenal,BHA,1,2,0,2019
2019-2020,Arsenal,BUR,2,1,2,2019
2019-2020,Arsenal,CHE,1,2,0,2019
2019-2020,Arsenal,CRY,2,2,1,2019
2019-2020,Arsenal,EVE,3,2,2,2019
2019-2020,Arsenal,LEI,1,1,1,2019
2019-2020,Arsenal,LIV,2,1,2,2019
2019-2020,Arsenal,MCI,0,3,0,2019
2019-2020,Arsenal,MUN,2,0,2,2019
2019-2020,Arsenal,NEW,4,0,2,2019
2019-2020,Arsenal,NOR,4,0,2,2019
2019-2020,Arsenal,SHU,1,1,1,2019
2019-2020,Arsenal,SOU,2,2,1,2019
2019-2020,Arsenal,TOT,2,2,1,2019
2019-2020,Arsenal,WAT,3,2,2,2019
2019-2020,Arsenal,WHU,1,0,2,2019
2019-2020,Arsenal,WOL,1,1,1,2019
2019-2020,Aston Villa,ARS,1,0,2,2019
2019-2020,Aston Villa,BOU,1,2,0,2019
2019-2020,Aston Villa,BHA,2,1,2,2019
2019-2020,Aston Villa,BUR,2,2,1,2019
2019-2020,Aston Villa,CHE,1,2,0,2019
2019-2020,Aston Villa,CRY,2,0,2,2019
2019-2020,Aston Villa,EVE,2,0,2,2019
2019-2020,Aston Villa,LEI,1,4,0,2019
2019-2020,Aston Villa,LIV,1,2,0,2019
2019-2020,Aston Villa,MCI,1,6,0,2019
2019-2020,Aston Villa,MUN,0,3,0,2019
2019-2020,Aston Villa,NEW,2,0,2,2019
2019-2020,Aston Villa,NOR,1,0,2,2019
2019-2020,Aston Villa,SHU,0,0,1,2019
2019-2020,Aston Villa,SOU,1,3,0,2019
2019-2020,Aston Villa,TOT,2,3,0,2019
2019-2020,Aston Villa,WAT,2,1,2,2019
2019-2020,Aston Villa,WHU,0,0,1,2019
2019-2020,Aston Villa,WOL,0,1,0,2019
2019-2020,Bournemouth,ARS,1,1,1,2019
2019-2020,Bournemouth,AVL,2,1,2,2019
2019-2020,Bournemouth,BHA,3,1,2,2019
2019-2020,Bournemouth,BUR,0,1,0,2019
2019-2020,Bournemouth,CHE,2,2,1,2019
2019-2020,Bournemouth,CRY,0,2,0,2019
2019-2020,Bournemouth,EVE,3,1,2,2019
2019-2020,Bournemouth,LEI,4,1,2,2019
2019-2020,Bournemouth,LIV,0,3,0,2019
2019-2020,Bournemouth,MCI,1,3,0,2019
2019-2020,Bournemouth,MUN,1,0,2,2019
2019-2020,Bournemouth,NEW,1,4,0,2019
2019-2020,Bournemouth,NOR,0,0,1,2019
2019-2020,Bournemouth,SHU,1,1,1,2019
2019-2020,Bournemouth,SOU,0,2,0,2019
2019-2020,Bournemouth,TOT,0,0,1,2019
2019-2020,Bournemouth,WAT,0,3,0,2019
2019-2020,Bournemouth,WHU,2,2,1,2019
2019-2020,Bournemouth,WOL,1,2,0,2019
2019-2020,Brighton & Hove Albion,ARS,2,1,2,2019
2019-2020,Brighton & Hove Albion,AVL,1,1,1,2019
2019-2020,Brighton & Hove Albion,BOU,2,0,2,2019
2019-2020,Brighton & Hove Albion,BUR,1,1,1,2019
2019-2020,Brighton & Hove Albion,CHE,1,1,1,2019
2019-2020,Brighton & Hove Albion,CRY,0,1,0,2019
2019-2020,Brighton & Hove Albion,EVE,3,2,2,2019
2019-2020,Brighton & Hove Albion,LEI,0,2,0,2019
2019-2020,Brighton & Hove Albion,LIV,1,3,0,2019
2019-2020,Brighton & Hove Albion,MCI,0,5,0,2019
2019-2020,Brighton & Hove Albion,MUN,0,3,0,2019
2019-2020,Brighton & Hove Albion,NEW,0,0,1,2019
2019-2020,Brighton & Hove Albion,NOR,2,0,2,2019
2019-2020,Brighton & Hove Albion,SHU,0,1,0,2019
2019-2020,Brighton & Hove Albion,SOU,0,2,0,2019
2019-2020,Brighton & Hove Albion,TOT,3,0,2,2019
2019-2020,Brighton & Hove Albion,WAT,1,1,1,2019
2019-2020,Brighton & Hove Albion,WHU,1,1,1,2019
2019-2020,Brighton & Hove Albion,WOL,2,2,1,2019
2019-2020,Burnley,ARS,0,0,1,2019
2019-2020,Burnley,AVL,1,2,0,2019
2019-2020,Burnley,BOU,3,0,2,2019
2019-2020,Burnley,BHA,1,2,0,2019
2019-2020,Burnley,CHE,2,4,0,2019
2019-2020,Burnley,CRY,0,2,0,2019
2019-2020,Burnley,EVE,1,0,2,2019
2019-2020,Burnley,LEI,2,1,2,2019
2019-2020,Burnley,LIV,0,3,0,2019
2019-2020,Burnley,MCI,1,4,0,2019
2019-2020,Burnley,MUN,0,2,0,2019
2019-2020,Burnley,NEW,1,0,2,2019
2019-2020,Burnley,NOR,2,0,2,2019
2019-2020,Burnley,SHU,1,1,1,2019
2019-2020,Burnley,SOU,3,0,2,2019
2019-2020,Burnley,TOT,1,1,1,2019
2019-2020,Burnley,WAT,1,0,2,2019
2019-2020,Burnley,WHU,3,0,2,2019
2019-2020,Burnley,WOL,1,1,1,2019
2019-2020,Chelsea,ARS,2,2,1,2019
2019-2020,Chelsea,AVL,2,1,2,2019
2019-2020,Chelsea,BOU,0,1,0,2019
2019-2020,Chelsea,BHA,2,0,2,2019
2019-2020,Chelsea,BUR,3,0,2,2019
2019-2020,Chelsea,CRY,2,0,2,2019
2019-2020,Chelsea,EVE,4,0,2,2019
2019-2020,Chelsea,LEI,1,1,1,2019
2019-2020,Chelsea,LIV,1,2,0,2019
2019-2020,Chelsea,MCI,2,1,2,2019
2019-2020,Chelsea,MUN,0,2,0,2019
2019-2020,Chelsea,NEW,1,0,2,2019
2019-2020,Chelsea,NOR,1,0,2,2019
2019-2020,Chelsea,SHU,2,2,1,2019
2019-2020,Chelsea,SOU,0,2,0,2019
2019-2020,Chelsea,TOT,2,1,2,2019
2019-2020,Chelsea,WAT,3,0,2,2019
2019-2020,Chelsea,WHU,0,1,0,2019
2019-2020,Chelsea,WOL,2,0,2,2019
2019-2020,Crystal Palace,ARS,1,1,1,2019
2019-2020,Crystal Palace,AVL,1,0,2,2019
2019-2020,Crystal Palace,BOU,1,0,2,2019
2019-2020,Crystal Palace,BHA,1,1,1,2019
2019-2020,Crystal Palace,BUR,0,1,0,2019
2019-2020,Crystal Palace,CHE,2,3,0,2019
2019-2020,Crystal Palace,EVE,0,0,1,2019
2019-2020,Crystal Palace,LEI,0,2,0,2019
2019-2020,Crystal Palace,LIV,1,2,0,2019
2019-2020,Crystal Palace,MCI,0,2,0,2019
2019-2020,Crystal Palace,MUN,0,2,0,2019
2019-2020,Crystal Palace,NEW,1,0,2,2019
2019-2020,Crystal Palace,NOR,2,0,2,2019
2019-2020,Crystal Palace,SHU,0,1,0,2019
2019-2020,Crystal Palace,SOU,0,2,0,2019
2019-2020,Crystal Palace,TOT,1,1,1,2019
2019-2020,Crystal Palace,WAT,1,0,2,2019
2019-2020,Crystal Palace,WHU,2,1,2,2019
2019-2020,Crystal Palace,WOL,1,1,1,2019
2019-2020,Everton,ARS,0,0,1,2019
2019-2020,Everton,AVL,1,1,1,2019
2019-2020,Everton,BOU,1,3,0,2019
2019-2020,Everton,BHA,1,0,2,2019
2019-2020,Everton,BUR,1,0,2,2019
2019-2020,Everton,CHE,3,1,2,2019
2019-2020,Everton,CRY,3,1,2,2019
2019-2020,Everton,LEI,2,1,2,2019
2019-2020,Everton,LIV,0,0,1,2019
2019-2020,Everton,MCI,1,3,0,2019
2019-2020,Everton,MUN,1,1,1,2019
2019-2020,Everton,NEW,2,2,1,2019
2019-2020,Everton,NOR,0,2,0,2019
2019-2020,Everton,SHU,0,2,0,2019
2019-2020,Everton,SOU,1,1,1,2019
2019-2020,Everton,TOT,1,1,1,2019
2019-2020,Everton,WAT,1,0,2,2019
2019-2020,Everton,WHU,2,0,2,2019
2019-2020,Everton,WOL,3,2,2,2019
2019-2020,Leicester City,ARS,2,0,2,2019
2019-2020,Leicester City,AVL,4,0,2,2019
2019-2020,Leicester City,BOU,3,1,2,2019
2019-2020,Leicester City,BHA,0,0,1,2019
2019-2020,Leicester City,BUR,2,1,2,2019
2019-2020,Leicester City,CHE,2,2,1,2019
2019-2020,Leicester City,CRY,3,0,2,2019
2019-2020,Leicester City,EVE,2,1,2,2019
2019-2020,Leicester City,LIV,0,4,0,2019
2019-2020,Leicester City,MCI,0,1,0,2019
2019-2020,Leicester City,MUN,0,2,0,2019
2019-2020,Leicester City,NEW,5,0,2,2019
2019-2020,Leicester City,NOR,1,1,1,2019
2019-2020,Leicester City,SHU,2,0,2,2019
2019-2020,Leicester City,SOU,1,2,0,2019
2019-2020,Leicester City,TOT,2,1,2,2019
2019-2020,Leicester City,WAT,2,0,2,2019
2019-2020,Leicester City,WHU,4,1,2,2019
2019-2020,Leicester City,WOL,0,0,1,2019
2019-2020,Liverpool,ARS,3,1,2,2019
2019-2020,Liverpool,AVL,2,0,2,2019
2019-2020,Liverpool,BOU,2,1,2,2019
2019-2020,Liverpool,BHA,2,1,2,2019
2019-2020,Liverpool,BUR,1,1,1,2019
2019-2020,Liverpool,CHE,5,3,2,2019
2019-2020,Liverpool,CRY,4,0,2,2019
2019-2020,Liverpool,EVE,5,2,2,2019
2019-2020,Liverpool,LEI,2,1,2,2019
2019-2020,Liverpool,MCI,3,1,2,2019
2019-2020,Liverpool,MUN,2,0,2,2019
2019-2020,Liverpool,NEW,3,1,2,2019
2019-2020,Liverpool,NOR,4,1,2,2019
2019-2020,Liverpool,SHU,2,0,2,2019
2019-2020,Liverpool,SOU,4,0,2,2019
2019-2020,Liverpool,TOT,2,1,2,2019
2019-2020,Liverpool,WAT,2,0,2,2019
2019-2020,Liverpool,WHU,3,2,2,2019
2019-2020,Liverpool,WOL,1,0,2,2019
2019-2020,Manchester City,ARS,3,0,2,2019
2019-2020,Manchester City,AVL,3,0,2,2019
2019-2020,Manchester City,BOU,2,1,2,2019
2019-2020,Manchester City,BHA,4,0,2,2019
2019-2020,Manchester City,BUR,5,0,2,2019
2019-2020,Manchester City,CHE,2,1,2,2019
2019-2020,Manchester City,CRY,2,2,1,2019
2019-2020,Manchester City,EVE,2,1,2,2019
2019-2020,Manchester City,LEI,3,1,2,2019
2019-2020,Manchester City,LIV,4,0,2,2019
2019-2020,Manchester City,MUN,1,2,0,2019
2019-2020,Manchester City,NEW,5,0,2,2019
2019-2020,Manchester City,NOR,5,0,2,2019
2019-2020,Manchester City,SHU,2,0,2,2019
2019-2020,Manchester City,SOU,2,1,2,2019
2019-2020,Manchester City,TOT,2,2,1,2019
2019-2020,Manchester City,WAT,8,0,2,2019
2019-2020,Manchester City,WHU,2,0,2,2019
2019-2020,Manchester City,WOL,0,2,0,2019
2019-2020,Manchester United,ARS,1,1,1,2019
2019-2020,Manchester United,AVL,2,2,1,2019
2019-2020,Manchester United,BOU,5,2,2,2019
2019-2020,Manchester United,BHA,3,1,2,2019
2019-2020,Manchester United,BUR,0,2,0,2019
2019-2020,Manchester United,CHE,4,0,2,2019
2019-2020,Manchester United,CRY,1,2,0,2019
2019-2020,Manchester United,EVE,1,1,1,2019
2019-2020,Manchester United,LEI,1,0,2,2019
2019-2020,Manchester United,LIV,1,1,1,2019
2019-2020,Manchester United,MCI,2,0,2,2019
2019-2020,Manchester United,NEW,4,1,2,2019
2019-2020,Manchester United,NOR,4,0,2,2019
2019-2020,Manchester United,SHU,3,0,2,2019
2019-2020,Manchester United,SOU,2,2,1,2019
2019-2020,Manchester United,TOT,2,1,2,2019
2019-2020,Manchester United,WAT,3,0,2,2019
2019-2020,Manchester United,WHU,1,1,1,2019
2019-2020,Manchester United,WOL,0,0,1,2019
2019-2020,Newcastle United,ARS,0,1,0,2019
2019-2020,Newcastle United,AVL,1,1,1,2019
2019-2020,Newcastle United,BOU,2,1,2,2019
2019-2020,Newcastle United,BHA,0,0,1,2019
2019-2020,Newcastle United,BUR,0,0,1,2019
2019-2020,Newcastle United,CHE,1,0,2,2019
2019-2020,Newcastle United,CRY,1,0,2,2019
2019-2020,Newcastle United,EVE,1,2,0,2019
2019-2020,Newcastle United,LEI,0,3,0,2019
2019-2020,Newcastle United,LIV,1,3,0,2019
2019-2020,Newcastle United,MCI,2,2,1,2019
2019-2020,Newcastle United,MUN,1,0,2,2019
2019-2020,Newcastle United,NOR,0,0,1,2019
2019-2020,Newcastle United,SHU,3,0,2,2019
2019-2020,Newcastle United,SOU,2,1,2,2019
2019-2020,Newcastle United,TOT,1,3,0,2019
2019-2020,Newcastle United,WAT,1,1,1,2019
2019-2020,Newcastle United,WHU,2,2,1,2019
2019-2020,Newcastle United,WOL,1,1,1,2019
2019-2020,Norwich City,ARS,2,2,1,2019
2019-2020,Norwich City,AVL,1,5,0,2019
2019-2020,Norwich City,BOU,1,0,2,2019
2019-2020,Norwich City,BHA,0,1,0,2019
2019-2020,Norwich City,BUR,0,2,0,2019
2019-2020,Norwich City,CHE,2,3,0,2019
2019-2020,Norwich City,CRY,1,1,1,2019
2019-2020,Norwich City,EVE,0,1,0,2019
2019-2020,Norwich City,LEI,1,0,2,2019
2019-2020,Norwich City,LIV,0,1,0,2019
2019-2020,Norwich City,MCI,3,2,2,2019
2019-2020,Norwich City,MUN,1,3,0,2019
2019-2020,Norwich City,NEW,3,1,2,2019
2019-2020,Norwich City,SHU,1,2,0,2019
2019-2020,Norwich City,SOU,0,3,0,2019
2019-2020,Norwich City,TOT,2,2,1,2019
2019-2020,Norwich City,WAT,0,2,0,2019
2019-2020,Norwich City,WHU,0,4,0,2019
2019-2020,Norwich City,WOL,1,2,0,2019
2019-2020,Sheffield United,ARS,1,0,2,2019
2019-2020,Sheffield United,AVL,2,0,2,2019
2019-2020,Sheffield United,BOU,2,1,2,2019
2019-2020,Sheffield United,BHA,1,1,1,2019
2019-2020,Sheffield United,BUR,3,0,2,2019
2019-2020,Sheffield United,CHE,3,0,2,2019
2019-2020,Sheffield United,CRY,1,0,2,2019
2019-2020,Sheffield United,EVE,0,1,0,2019
2019-2020,Sheffield United,LEI,1,2,0,2019
2019-2020,Sheffield United,LIV,0,1,0,2019
2019-2020,Sheffield United,MCI,0,1,0,2019
2019-2020,Sheffield United,MUN,3,3,1,2019
